车辆ID,左车道速度,右车道速度,总平均速度
truck19728,12.31,,12.31
truck19740,14.75,,14.75
truck19742,16.39,,16.39
truck19745,11.91,,11.91
truck19778,16.12,,16.12
truck1978,22.84,,22.84
truck19784,27.1,,27.1
truck19787,15.59,,15.59
truck19793,14.6,,14.6
truck19798,9.94,,9.94
truck198,18.43,,18.43
truck1980,36.89,,36.89
truck19812,10.86,,10.86
truck19814,14.24,,14.24
truck19826,10.04,,10.04
truck19828,15.37,,15.37
truck19834,7.82,,7.82
truck1984,17.13,,17.13
truck19847,13.64,,13.64
truck19850,22.16,,22.16
truck19856,19.94,,19.94
truck19860,11.76,,11.76
truck19885,12.38,,12.38
truck19887,17.4,,17.4
truck19893,18.57,,18.57
truck19898,15.4,,15.4
truck199,18.88,,18.88
truck1990,28.44,,28.44
truck19907,14.12,,14.12
truck19921,23.28,,23.28
truck19936,12.85,,12.85
truck19944,13.34,,13.34
truck19949,17.59,,17.59
truck19962,32.83,,32.83
truck19964,18.4,,18.4
truck19973,22.87,,22.87
truck19977,22.79,,22.79
truck19985,17.91,,17.91
truck19997,23.5,,23.5
truck2,31.68,26.7,29.47
truck20006,16.98,,16.98
truck20008,9.2,,9.2
truck20014,12.64,,12.64
truck20024,19.77,,19.77
truck20054,6.4,,6.4
truck20067,22.17,,22.17
truck20068,12.8,,12.8
truck20085,27.1,,27.1
truck20092,10.6,,10.6
truck20097,8.28,,8.28
truck20118,23.8,,23.8
truck20128,10.33,,10.33
truck2013,21.82,,21.82
truck20138,7.54,,7.54
truck20159,21.05,,21.05
truck20160,21.54,,21.54
truck20168,22.2,,22.2
truck20179,20.51,,20.51
truck20182,23.64,,23.64
truck20184,29.4,,29.4
truck20187,16.66,,16.66
truck20204,22.9,,22.9
truck20226,14.6,,14.6
truck20232,25.48,,25.48
truck20253,9.7,,9.7
truck20260,15.17,,15.17
truck20269,26.2,,26.2
truck20281,9.55,,9.55
truck20285,22.5,,22.5
truck20295,9.92,,9.92
truck20299,11.74,,11.74
truck2031,21.72,,21.72
truck20320,27.1,,27.1
truck20325,26.4,,26.4
truck2033,21.3,,21.3
truck20332,8.58,,8.58
truck2034,24.22,,24.22
truck20360,21.57,,21.57
truck20363,29.3,,29.3
truck20364,9.64,,9.64
truck20368,9.26,,9.26
truck20371,22.59,,22.59
truck20376,27.8,,27.8
truck2038,37.63,,37.63
truck20384,22.07,,22.07
truck20393,11.02,,11.02
truck20395,30.4,,30.4
truck20416,8.16,,8.16
truck20425,29.1,,29.1
truck20442,21.75,,21.75
truck20449,20.63,,20.63
truck2045,24.54,,24.54
truck20454,8.7,,8.7
truck2047,24.14,,24.14
truck20482,3.7,,3.7
truck20501,12.79,,12.79
truck2051,25.85,,25.85
truck2055,23.9,,23.9
truck20556,17.5,,17.5
truck20563,38.62,,38.62
truck20564,21.06,,21.06
truck20571,13.3,,13.3
truck20584,18.85,,18.85
truck20594,25.57,,25.57
truck2060,31.54,,31.54
truck20605,11.0,,11.0
truck20610,18.24,,18.24
truck20616,16.34,,16.34
truck2063,34.03,,34.03
truck20635,22.28,,22.28
truck20656,12.09,,12.09
truck2068,11.97,,11.97
truck20686,20.18,,20.18
truck20689,12.64,,12.64
truck20700,19.8,,19.8
truck20702,16.8,,16.8
truck20710,16.48,,16.48
truck20711,24.0,,24.0
truck20719,12.15,,12.15
truck20723,16.31,,16.31
truck20777,26.83,,26.83
truck20782,20.91,,20.91
truck2079,30.77,,30.77
truck20790,18.59,,18.59
truck20791,9.03,,9.03
truck20795,15.96,,15.96
truck20806,24.72,,24.72
truck20814,17.48,,17.48
truck2082,3.4,,3.4
truck20822,13.6,,13.6
truck20830,13.16,,13.16
truck20839,19.49,,19.49
truck20847,20.05,,20.05
truck2085,22.48,,22.48
truck20864,13.25,,13.25
truck20874,18.59,,18.59
truck2088,16.09,,16.09
truck20889,24.05,,24.05
truck20895,18.17,,18.17
truck20908,8.82,,8.82
truck2091,12.22,,12.22
truck2092,17.65,,17.65
truck20941,18.52,,18.52
truck20945,20.59,,20.59
truck20947,19.9,,19.9
truck20953,18.54,,18.54
truck20960,19.63,,19.63
truck20969,61.0,,61.0
truck20984,26.87,,26.87
truck20986,14.19,,14.19
truck20996,18.0,,18.0
truck2100,24.31,,24.31
truck21000,9.4,,9.4
truck21012,15.84,,15.84
truck21023,12.4,,12.4
truck21043,25.75,,25.75
truck21054,14.2,,14.2
truck21059,18.8,,18.8
truck2107,10.28,,10.28
truck21086,17.5,,17.5
truck21087,22.83,,22.83
truck21095,19.21,,19.21
truck21107,18.34,,18.34
truck21122,12.3,,12.3
truck21123,8.25,,8.25
truck21139,19.14,,19.14
truck2114,23.03,,23.03
truck21141,14.6,,14.6
truck21144,13.9,,13.9
truck21145,24.89,,24.89
truck21153,17.95,,17.95
truck21166,18.93,,18.93
truck21187,20.35,,20.35
truck21191,23.56,,23.56
truck21192,22.25,,22.25
truck21216,5.1,,5.1
truck21221,11.71,,11.71
truck2123,24.97,,24.97
truck21240,17.36,,17.36
truck2126,11.56,,11.56
truck21274,9.3,,9.3
truck21297,13.89,,13.89
truck213,18.77,,18.77
truck21306,7.64,,7.64
truck21317,19.0,,19.0
truck21323,7.63,,7.63
truck21336,13.55,,13.55
truck21347,6.78,,6.78
truck21355,7.55,,7.55
truck21364,15.91,,15.91
truck21365,15.2,,15.2
truck21370,18.4,,18.4
truck21383,20.99,,20.99
truck21387,10.2,,10.2
truck21394,14.41,,14.41
truck2140,0.82,,0.82
truck21410,8.3,,8.3
truck21416,16.83,,16.83
truck21420,18.5,,18.5
truck21428,11.07,,11.07
truck21437,16.7,,16.7
truck21455,20.6,,20.6
truck21461,10.36,,10.36
truck21468,9.7,,9.7
truck21485,25.7,,25.7
truck21491,15.4,,15.4
truck21495,28.63,,28.63
truck21502,26.93,,26.93
truck21503,16.83,,16.83
truck21504,19.2,,19.2
truck21510,40.91,,40.91
truck21519,27.22,,27.22
truck21520,24.57,,24.57
truck21524,15.8,,15.8
truck21525,15.03,,15.03
truck21526,13.59,,13.59
truck21537,13.8,,13.8
truck21554,16.15,,16.15
truck21580,46.13,,46.13
truck21599,15.11,,15.11
truck21602,14.79,,14.79
truck21603,21.52,,21.52
truck2162,16.82,,16.82
truck2163,20.08,,20.08
truck21631,28.9,,28.9
truck2164,25.21,,25.21
truck21641,23.05,,23.05
truck21646,11.14,,11.14
truck21647,18.04,,18.04
truck21658,71.45,,71.45
truck21659,21.0,,21.0
truck21664,21.34,,21.34
truck21665,14.79,,14.79
truck21680,8.5,,8.5
truck21685,85.44,,85.44
truck21698,94.0,,94.0
truck2170,39.34,,39.34
truck21707,15.02,,15.02
truck21708,15.59,,15.59
truck21725,19.11,,19.11
truck21755,19.0,,19.0
truck21762,61.5,,61.5
truck21764,10.23,,10.23
truck21779,20.59,,20.59
truck21785,103.8,,103.8
truck21788,15.55,,15.55
truck2179,15.9,,15.9
truck21790,25.0,,25.0
truck21796,18.13,,18.13
truck21801,20.86,,20.86
truck21803,60.61,,60.61
truck21823,15.25,,15.25
truck21824,13.87,,13.87
truck21829,20.1,,20.1
truck2183,74.81,,74.81
truck21846,15.6,,15.6
truck21855,18.27,,18.27
truck21864,12.17,,12.17
truck21891,26.4,,26.4
truck21894,26.09,,26.09
truck2190,10.93,,10.93
truck21912,10.18,,10.18
truck21914,20.81,,20.81
truck21924,30.17,,30.17
truck21927,15.9,,15.9
truck21929,17.4,,17.4
truck21932,9.64,,9.64
truck21938,50.9,,50.9
truck21950,12.3,,12.3
truck21954,18.91,,18.91
truck21957,21.39,,21.39
truck21958,17.0,,17.0
truck21967,16.4,,16.4
truck21969,21.02,,21.02
truck21975,6.62,,6.62
truck2198,23.84,,23.84
truck21991,13.39,,13.39
truck21993,11.2,,11.2
truck22008,14.29,,14.29
truck22028,18.5,,18.5
truck22039,11.3,,11.3
truck22048,17.71,,17.71
truck22049,16.44,,16.44
truck2206,18.7,,18.7
truck22070,13.97,,13.97
truck22074,31.29,,31.29
truck22086,14.7,,14.7
truck22089,25.7,,25.7
truck22095,18.19,,18.19
truck22096,15.98,,15.98
truck22106,13.98,,13.98
truck22116,17.81,,17.81
truck22140,19.68,,19.68
truck22150,25.8,,25.8
truck22155,16.93,,16.93
truck22159,12.57,,12.57
truck2216,20.7,,20.7
truck22166,8.91,,8.91
truck22175,22.56,,22.56
truck22180,0.2,,0.2
truck22182,14.9,,14.9
truck22187,22.73,,22.73
truck22190,9.41,,9.41
truck22222,10.53,,10.53
truck22233,8.12,,8.12
truck22237,19.7,,19.7
truck22240,16.97,,16.97
truck22252,15.2,,15.2
truck22260,13.59,,13.59
truck22267,13.06,,13.06
truck22274,20.37,,20.37
truck22276,9.64,,9.64
truck22286,18.65,,18.65
truck22287,10.2,,10.2
truck22295,16.34,,16.34
truck22301,21.82,,21.82
truck22306,13.7,,13.7
truck22317,17.0,,17.0
truck22323,34.83,,34.83
truck2233,65.57,,65.57
truck22343,15.6,,15.6
truck22354,16.53,,16.53
truck22355,14.98,,14.98
truck2236,23.41,,23.41
truck22361,15.95,,15.95
truck22376,14.74,,14.74
truck22391,45.34,,45.34
truck22392,15.99,,15.99
truck22394,12.16,,12.16
truck224,21.66,,21.66
truck2240,23.1,,23.1
truck2241,23.53,,23.53
truck22419,21.64,,21.64
truck22431,18.79,,18.79
truck22436,17.85,,17.85
truck22445,53.84,,53.84
truck22447,30.86,,30.86
truck22460,1.73,,1.73
truck22461,15.2,,15.2
truck22463,14.64,,14.64
truck22467,19.74,,19.74
truck22479,34.9,,34.9
truck22487,13.85,,13.85
truck22492,5.61,,5.61
truck22508,12.6,,12.6
truck2251,20.94,,20.94
truck22512,5.64,,5.64
truck22526,7.97,,7.97
truck22529,11.17,,11.17
truck2253,24.35,,24.35
truck22534,55.8,,55.8
truck22536,20.7,,20.7
truck2255,4.6,,4.6
truck22553,19.83,,19.83
truck22555,18.08,,18.08
truck22556,34.22,,34.22
truck22563,10.7,,10.7
truck22568,36.55,,36.55
truck22577,6.6,,6.6
truck2258,17.21,,17.21
truck22585,20.97,,20.97
truck22592,21.44,,21.44
truck22597,15.78,,15.78
truck22599,20.38,,20.38
truck2260,28.98,,28.98
truck22601,18.03,,18.03
truck22608,23.53,,23.53
truck22622,16.25,,16.25
truck22638,25.01,,25.01
truck2264,10.64,,10.64
truck2266,20.35,,20.35
truck22660,24.56,,24.56
truck22664,20.4,,20.4
truck22666,8.5,,8.5
truck22675,26.52,,26.52
truck22676,7.67,,7.67
truck22680,8.2,,8.2
truck22689,16.66,,16.66
truck2269,26.02,,26.02
truck22693,9.92,,9.92
truck22700,24.87,,24.87
truck22704,10.67,,10.67
truck22709,16.1,,16.1
truck22710,23.25,,23.25
truck22712,12.02,,12.02
truck22713,21.94,,21.94
truck22727,8.0,,8.0
truck2273,1.02,,1.02
truck22750,8.35,,8.35
truck22755,25.9,,25.9
truck22762,13.6,,13.6
truck22771,13.15,,13.15
truck22778,23.28,,23.28
truck22785,21.6,,21.6
truck22790,22.57,,22.57
truck2281,2.84,,2.84
truck22829,10.1,,10.1
truck22830,21.1,,21.1
truck2284,24.72,,24.72
truck2285,29.65,,29.65
truck22883,14.08,,14.08
truck22891,11.0,,11.0
truck22899,15.22,,15.22
truck22924,24.18,,24.18
truck22939,15.4,,15.4
truck22942,19.3,,19.3
truck22943,16.3,,16.3
truck22951,20.5,,20.5
truck22961,15.46,,15.46
truck22964,22.32,,22.32
truck22974,26.74,,26.74
truck2298,20.94,,20.94
truck22980,17.02,,17.02
truck22981,17.46,,17.46
truck22985,14.04,,14.04
truck22990,25.4,,25.4
truck23002,20.77,,20.77
truck23004,6.99,,6.99
truck23017,15.0,,15.0
truck23024,20.06,,20.06
truck23025,22.0,,22.0
truck23031,22.5,,22.5
truck23035,23.25,,23.25
truck23046,34.1,,34.1
truck23056,20.7,,20.7
truck23064,16.18,,16.18
truck23066,9.51,,9.51
truck2307,19.54,,19.54
truck23090,19.7,,19.7
truck23091,15.39,,15.39
truck2310,24.54,,24.54
truck23109,22.5,,22.5
truck23110,17.85,,17.85
truck2312,18.5,,18.5
truck23133,19.39,,19.39
truck23135,22.4,,22.4
truck23140,20.98,,20.98
truck23147,22.72,,22.72
truck23149,21.9,,21.9
truck2316,20.18,,20.18
truck23160,14.57,,14.57
truck23168,8.66,,8.66
truck23177,12.9,,12.9
truck23178,11.77,,11.77
truck23179,8.2,,8.2
truck23198,14.5,,14.5
truck2320,26.91,,26.91
truck23211,18.33,,18.33
truck23214,16.45,,16.45
truck23230,16.83,,16.83
truck23250,12.39,,12.39
truck23253,17.76,,17.76
truck23260,9.99,,9.99
truck23273,16.3,,16.3
truck23278,18.14,,18.14
truck23282,21.79,,21.79
truck23292,17.37,,17.37
truck23294,16.2,,16.2
truck23322,21.2,,21.2
truck23324,10.65,,10.65
truck23325,12.6,,12.6
truck23331,13.77,,13.77
truck23339,19.9,,19.9
truck2334,18.69,,18.69
truck23344,17.67,,17.67
truck2335,30.43,,30.43
truck23358,19.17,,19.17
truck23361,17.44,,17.44
truck23363,6.95,,6.95
truck2338,29.47,,29.47
truck23382,18.43,,18.43
truck23401,28.0,,28.0
truck23411,28.56,,28.56
truck23417,24.64,,24.64
truck23419,21.0,,21.0
truck23420,24.36,,24.36
truck23421,28.5,,28.5
truck23427,22.5,,22.5
truck2343,26.78,,26.78
truck23431,19.63,,19.63
truck23436,22.31,,22.31
truck23443,18.4,,18.4
truck23450,23.8,,23.8
truck23451,40.31,,40.31
truck23469,21.05,,21.05
truck23480,29.73,,29.73
truck23489,24.11,,24.11
truck2349,4.4,,4.4
truck23490,26.0,,26.0
truck23495,27.9,,27.9
truck23496,29.29,,29.29
truck23509,26.63,,26.63
truck23510,30.76,,30.76
truck23515,28.55,,28.55
truck2352,35.08,,35.08
truck23525,33.47,,33.47
truck23528,30.5,,30.5
truck23531,34.04,,34.04
truck23539,28.64,,28.64
truck23543,37.3,,37.3
truck23553,26.18,,26.18
truck23558,29.46,,29.46
truck23567,37.8,,37.8
truck23572,24.8,,24.8
truck2358,2.96,,2.96
truck23583,30.99,,30.99
truck23599,26.29,,26.29
truck2360,12.63,,12.63
truck23609,27.17,,27.17
truck2362,33.4,,33.4
truck23627,25.2,,25.2
truck23631,27.98,,27.98
truck23637,33.02,,33.02
truck23650,26.0,,26.0
truck23652,35.79,,35.79
truck23667,33.2,,33.2
truck23676,25.8,,25.8
truck23692,32.7,,32.7
truck23694,28.2,,28.2
truck23706,30.43,,30.43
truck23707,32.32,,32.32
truck23726,43.35,,43.35
truck23727,33.1,,33.1
truck23728,36.0,,36.0
truck2373,25.68,,25.68
truck23730,29.74,,29.74
truck23739,28.68,,28.68
truck2374,36.0,,36.0
truck23740,34.4,,34.4
truck23741,35.24,,35.24
truck23743,37.99,,37.99
truck23748,38.11,,38.11
truck23749,39.54,,39.54
truck23750,41.42,,41.42
truck23753,31.41,,31.41
truck2376,13.39,,13.39
truck23777,34.7,,34.7
truck23779,33.9,,33.9
truck23782,45.76,,45.76
truck23791,41.48,,41.48
truck23793,35.67,,35.67
truck23802,40.86,,40.86
truck23807,46.63,,46.63
truck23810,38.37,,38.37
truck23815,41.11,,41.11
truck23827,26.28,,26.28
truck23834,45.3,,45.3
truck23840,37.61,,37.61
truck23853,63.9,,63.9
truck23855,32.9,,32.9
truck2386,26.0,,26.0
truck23870,36.9,,36.9
truck23873,42.9,,42.9
truck23877,40.32,,40.32
truck23896,28.1,,28.1
truck239,20.51,,20.51
truck23918,39.5,,39.5
truck2392,24.96,,24.96
truck23922,41.1,,41.1
truck23925,31.9,,31.9
truck23928,37.69,,37.69
truck23933,40.08,,40.08
truck23936,54.3,,54.3
truck23945,41.44,,41.44
truck23948,47.73,,47.73
truck23953,36.36,,36.36
truck23964,37.3,,37.3
truck23965,34.7,,34.7
truck23969,43.77,,43.77
truck23975,38.59,,38.59
truck23985,32.79,,32.79
truck2399,25.57,,25.57
truck23990,31.74,,31.74
truck23998,46.91,,46.91
truck23999,41.29,,41.29
truck2400,0.78,,0.78
truck24016,45.88,,45.88
truck24021,34.58,,34.58
truck24027,33.51,,33.51
truck24034,48.3,,48.3
truck24035,27.48,,27.48
truck24036,43.04,,43.04
truck24046,34.88,,34.88
truck24048,40.85,,40.85
truck24057,39.56,,39.56
truck24063,40.48,,40.48
truck24064,33.57,,33.57
truck24070,47.9,,47.9
truck24073,67.45,,67.45
truck24086,45.8,,45.8
truck24092,39.39,,39.39
truck24098,46.73,,46.73
truck24100,46.0,,46.0
truck24101,44.89,,44.89
truck24112,35.6,,35.6
truck2412,14.42,,14.42
truck24128,61.36,,61.36
truck24129,39.8,,39.8
truck2413,23.1,,23.1
truck24137,43.11,,43.11
truck24142,52.8,,52.8
truck24151,49.2,,49.2
truck24161,37.67,,37.67
truck24162,40.1,,40.1
truck24163,48.2,,48.2
truck24164,40.86,,40.86
truck24169,59.3,,59.3
truck24171,39.0,,39.0
truck24177,45.3,,45.3
truck24183,46.85,,46.85
truck24185,38.0,,38.0
truck24190,64.7,,64.7
truck24192,39.09,,39.09
truck24197,44.56,,44.56
truck2420,24.64,,24.64
truck24217,53.24,,53.24
truck2422,23.2,,23.2
truck24222,57.71,,57.71
truck24230,44.13,,44.13
truck24235,57.78,,57.78
truck24239,38.4,,38.4
truck24243,58.87,,58.87
truck24247,45.7,,45.7
truck24257,43.95,,43.95
truck24265,39.28,,39.28
truck24273,42.25,,42.25
truck24276,62.8,,62.8
truck24285,46.55,,46.55
truck24286,62.0,,62.0
truck24288,37.7,,37.7
truck24292,54.24,,54.24
truck24296,40.51,,40.51
truck24301,52.51,,52.51
truck24311,56.2,,56.2
truck24317,65.11,,65.11
truck24322,54.4,,54.4
truck24323,54.61,,54.61
truck24337,42.86,,42.86
truck24338,42.77,,42.77
truck24339,45.1,,45.1
truck24340,52.78,,52.78
truck24342,43.8,,43.8
truck24345,43.38,,43.38
truck24348,54.6,,54.6
truck24357,48.7,,48.7
truck24358,45.3,,45.3
truck24361,50.6,,50.6
truck24364,60.44,,60.44
truck24370,52.77,,52.77
truck24377,47.89,,47.89
truck24380,45.16,,45.16
truck24387,48.83,,48.83
truck24394,47.27,,47.27
truck24399,44.1,,44.1
truck2440,34.18,,34.18
truck24402,44.59,,44.59
truck24404,49.83,,49.83
truck24416,56.6,,56.6
truck24417,55.9,,55.9
truck2442,17.34,,17.34
truck24420,44.84,,44.84
truck24421,48.23,,48.23
truck24467,44.77,,44.77
truck24469,34.52,,34.52
truck24471,60.8,,60.8
truck24472,41.11,,41.11
truck24478,42.61,,42.61
truck24484,51.3,,51.3
truck2450,26.0,,26.0
truck24513,71.18,,71.18
truck24524,46.9,,46.9
truck24534,56.2,,56.2
truck24548,44.53,,44.53
truck24553,43.15,,43.15
truck24556,50.23,,50.23
truck2457,25.03,,25.03
truck24570,54.22,,54.22
truck24579,46.17,,46.17
truck24586,47.93,,47.93
truck24590,44.39,,44.39
truck24596,45.33,,45.33
truck24608,52.86,,52.86
truck24623,36.1,,36.1
truck24628,43.1,,43.1
truck24637,48.6,,48.6
truck24638,54.81,,54.81
truck24643,42.88,,42.88
truck24646,46.5,,46.5
truck24655,43.42,,43.42
truck2467,25.54,,25.54
truck24671,44.5,,44.5
truck24679,33.96,,33.96
truck24692,44.02,,44.02
truck24695,45.1,,45.1
truck24698,39.78,,39.78
truck24701,56.47,,56.47
truck24708,50.76,,50.76
truck24722,48.56,,48.56
truck24726,41.13,,41.13
truck24729,54.98,,54.98
truck24730,44.1,,44.1
truck24738,60.41,,60.41
truck24748,44.82,,44.82
truck24753,43.75,,43.75
truck24765,46.52,,46.52
truck24767,46.7,,46.7
truck24768,42.0,,42.0
truck2477,19.74,,19.74
truck24779,48.78,,48.78
truck24784,46.9,,46.9
truck24795,48.98,,48.98
truck24803,61.28,,61.28
truck24809,47.4,,47.4
truck2481,10.38,,10.38
truck24818,46.1,,46.1
truck24822,51.39,,51.39
truck24826,42.35,,42.35
truck24829,51.0,,51.0
truck24842,48.88,,48.88
truck24844,48.4,,48.4
truck24849,46.83,,46.83
truck24851,41.28,,41.28
truck24852,46.99,,46.99
truck24858,46.2,,46.2
truck24870,44.4,,44.4
truck24874,47.32,,47.32
truck24876,43.26,,43.26
truck24880,54.0,,54.0
truck24885,49.8,,49.8
truck24889,44.18,,44.18
truck24892,51.17,,51.17
truck249,13.1,,13.1
truck2490,13.1,,13.1
truck24903,44.44,,44.44
truck24906,51.27,,51.27
truck24907,50.23,,50.23
truck24909,56.92,,56.92
truck24911,52.4,,52.4
truck24913,47.52,,47.52
truck24930,41.36,,41.36
truck24936,50.37,,50.37
truck24938,53.07,,53.07
truck24949,50.75,,50.75
truck24954,56.4,,56.4
truck24956,54.23,,54.23
truck24957,48.4,,48.4
truck24964,56.11,,56.11
truck24967,47.21,,47.21
truck24974,50.0,,50.0
truck24975,54.98,,54.98
truck24980,49.57,,49.57
truck24989,14.0,,14.0
truck2499,0.75,,0.75
truck24998,48.2,,48.2
truck25005,42.96,,42.96
truck25007,27.27,,27.27
truck25011,49.6,,49.6
truck25015,49.15,,49.15
truck25016,71.7,,71.7
truck25019,50.74,,50.74
truck25026,75.83,,75.83
truck25034,56.79,,56.79
truck2504,13.75,,13.75
truck25042,57.43,,57.43
truck2505,7.61,,7.61
truck25056,60.19,,60.19
truck25065,51.9,,51.9
truck25066,51.95,,51.95
truck2507,17.69,,17.69
truck25071,45.95,,45.95
truck25074,49.8,,49.8
truck25076,51.85,,51.85
truck25084,51.14,,51.14
truck25088,54.7,,54.7
truck25090,59.4,,59.4
truck25091,60.39,,60.39
truck25103,52.33,,52.33
truck25106,53.1,,53.1
truck25110,51.27,,51.27
truck2512,15.51,,15.51
truck25123,53.19,,53.19
truck25126,51.87,,51.87
truck25127,50.96,,50.96
truck25130,58.3,,58.3
truck25134,48.3,,48.3
truck25137,52.9,,52.9
truck25138,50.1,,50.1
truck25140,53.06,,53.06
truck25146,51.9,,51.9
truck25154,54.33,,54.33
truck25155,50.7,,50.7
truck25159,48.97,,48.97
truck25163,53.5,,53.5
truck25164,49.5,,49.5
truck25165,41.8,,41.8
truck25175,50.3,,50.3
truck25176,51.1,,51.1
truck25178,45.5,,45.5
truck25183,53.18,,53.18
truck25194,51.63,,51.63
truck25195,50.03,,50.03
truck25204,52.8,,52.8
truck25206,55.75,,55.75
truck25209,69.86,,69.86
truck25217,61.25,,61.25
truck25218,62.21,,62.21
truck25219,57.0,,57.0
truck25224,56.5,,56.5
truck25228,53.47,,53.47
truck2523,24.13,,24.13
truck25233,51.23,,51.23
truck25237,62.1,,62.1
truck25242,65.5,,65.5
truck25244,57.0,,57.0
truck25248,46.4,,46.4
truck2525,14.34,,14.34
truck25252,53.56,,53.56
truck2537,8.98,,8.98
truck2547,13.4,,13.4
truck255,16.61,,16.61
truck2557,17.03,,17.03
truck2567,26.02,,26.02
truck2570,27.92,,27.92
truck2578,22.58,,22.58
truck2590,27.19,,27.19
truck2591,27.93,,27.93
truck2596,27.36,,27.36
truck2601,11.3,,11.3
truck2613,11.66,,11.66
truck2620,8.94,,8.94
truck2627,15.09,,15.09
truck2628,26.73,,26.73
truck2630,18.1,,18.1
truck2633,26.78,,26.78
truck2643,7.63,,7.63
truck2649,11.54,,11.54
truck2650,6.67,,6.67
truck2658,14.91,,14.91
truck2661,19.8,,19.8
truck2662,41.38,,41.38
truck2666,5.27,,5.27
truck2676,11.02,,11.02
truck2690,10.8,,10.8
truck2702,21.37,,21.37
truck2705,18.3,,18.3
truck2712,6.3,,6.3
truck2715,20.37,,20.37
truck2718,11.17,,11.17
truck2728,11.35,,11.35
truck2738,28.0,,28.0
truck2744,29.03,,29.03
truck2748,21.14,,21.14
truck276,22.11,,22.11
truck2766,36.62,,36.62
truck2769,33.56,,33.56
truck2771,28.36,,28.36
truck2773,32.35,,32.35
truck2775,20.39,,20.39
truck2781,28.7,,28.7
truck2783,24.03,,24.03
truck2790,22.4,,22.4
truck2796,32.52,,32.52
truck2799,32.76,,32.76
truck280,17.63,,17.63
truck2807,31.81,,31.81
truck2813,33.08,,33.08
truck2814,30.7,,30.7
truck2817,0.8,,0.8
truck2820,34.9,,34.9
truck2824,49.5,,49.5
truck2825,28.1,,28.1
truck2830,35.1,,35.1
truck2834,39.23,,39.23
truck2837,33.63,,33.63
truck2845,28.27,,28.27
truck2848,34.53,,34.53
truck2851,46.57,,46.57
truck2852,37.42,,37.42
truck2854,49.3,,49.3
truck2862,41.4,,41.4
truck2866,39.71,,39.71
truck287,13.72,,13.72
truck2870,35.78,,35.78
truck2872,37.67,,37.67
truck2875,32.83,,32.83
truck2880,39.05,,39.05
truck2888,39.65,,39.65
truck289,14.11,,14.11
truck2890,37.6,,37.6
truck2894,27.91,,27.91
truck2901,39.61,,39.61
truck291,16.55,,16.55
truck2910,35.11,,35.11
truck2911,38.4,,38.4
truck2914,26.99,,26.99
truck2920,13.0,,13.0
truck2921,37.77,,37.77
truck2922,37.17,,37.17
truck2929,24.13,,24.13
truck2930,38.28,,38.28
truck2932,27.81,,27.81
truck2933,38.81,,38.81
truck2934,29.69,,29.69
truck294,20.79,,20.79
truck2942,44.1,,44.1
truck2953,38.6,,38.6
truck2957,35.28,,35.28
truck2962,24.98,,24.98
truck2969,33.09,,33.09
truck2977,29.68,,29.68
truck2982,36.53,,36.53
truck2989,0.7,,0.7
truck299,21.3,,21.3
truck2995,7.49,,7.49
truck2996,34.1,,34.1
truck3,28.44,,28.44
truck300,24.15,,24.15
truck3005,35.41,,35.41
truck3007,26.47,,26.47
truck3008,34.32,,34.32
truck301,17.54,,17.54
truck3012,31.48,,31.48
truck3017,23.51,,23.51
truck3033,50.23,,50.23
truck304,18.87,,18.87
truck305,2.2,,2.2
truck3052,30.22,,30.22
truck306,17.48,3.3,14.99
truck3061,29.29,,29.29
truck3069,21.75,,21.75
truck3082,27.27,,27.27
truck3083,33.65,,33.65
truck3087,26.2,,26.2
truck3090,20.3,,20.3
truck3092,26.27,,26.27
truck3093,26.55,,26.55
truck3097,11.93,,11.93
truck3098,23.83,,23.83
truck3108,31.27,,31.27
truck3113,1.15,,1.15
truck3120,29.62,,29.62
truck3121,32.88,,32.88
truck3127,27.4,,27.4
truck314,11.75,,11.75
truck3141,35.8,,35.8
truck3148,29.89,,29.89
truck3149,31.03,,31.03
truck3157,37.08,,37.08
truck3159,30.45,,30.45
truck3165,23.68,,23.68
truck3172,38.13,,38.13
truck3177,26.76,,26.76
truck3181,30.31,,30.31
truck3187,23.86,,23.86
truck3194,35.27,,35.27
truck3196,9.0,,9.0
truck3205,26.21,,26.21
truck3212,25.21,,25.21
truck3215,27.18,,27.18
truck3219,28.24,,28.24
truck3231,29.47,,29.47
truck3235,62.2,,62.2
truck3241,29.45,,29.45
truck3248,26.91,,26.91
truck3249,29.01,,29.01
truck3258,29.69,,29.69
truck3262,30.65,,30.65
truck3272,30.42,,30.42
truck3280,24.1,,24.1
truck3285,28.2,,28.2
truck3293,28.61,,28.61
truck3296,28.6,,28.6
truck3303,27.93,,27.93
truck3308,28.02,,28.02
truck3309,30.4,,30.4
truck3315,30.7,,30.7
truck3317,24.67,,24.67
truck3321,22.0,,22.0
truck3331,30.09,,30.09
truck3355,21.72,,21.72
truck3358,33.21,,33.21
truck3359,16.08,,16.08
truck3361,17.1,,17.1
truck3368,23.62,,23.62
truck3386,30.2,,30.2
truck3394,1.34,,1.34
truck3408,19.27,,19.27
truck3411,26.46,,26.46
truck3415,8.16,,8.16
truck3420,21.2,,21.2
truck3426,30.66,,30.66
truck3430,14.65,,14.65
truck3431,14.62,,14.62
truck3472,27.9,,27.9
truck3476,14.13,,14.13
truck348,24.83,,24.83
truck3483,25.04,,25.04
truck3485,6.7,,6.7
truck3493,4.59,,4.59
